Symbol,Primary Issue,Buy Condition 50 DMA,Buy Condition 200 DMA,DMA Diff on Entry,Entry Mistake,Sell Condition 50 DMA,Sell Condition 200 DMA,DMA Diff on Exit,Exit Mistake,Buy Verdict,Sell Verdict,Price Change Since Sell
HDFCGOLD,BOTH: Bad Entry + Early Exit,11.99,25.38,11.96,Overbought (>15% above DMA) | GOOD ENTRY,6.41,19.6,12.39,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.7% left on table),Bad call,Wrong early sell,25.7
HDFCGOLD,BOTH: Bad Entry + Early Exit,11.99,25.38,11.96,Overbought (>15% above DMA) | GOOD ENTRY,6.41,19.6,12.39,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.7% left on table),Bad call,Wrong early sell,25.7
HDFCGOLD,BOTH: Bad Entry + Early Exit,11.99,25.38,11.96,Overbought (>15% above DMA) | GOOD ENTRY,6.41,19.6,12.39,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.7% left on table),Bad call,Wrong early sell,25.7
HDFCGOLD,BOTH: Bad Entry + Early Exit,11.99,25.38,11.96,Overbought (>15% above DMA) | GOOD ENTRY,6.41,19.6,12.39,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.7% left on table),Bad call,Wrong early sell,25.7
HDFCGOLD,BOTH: Bad Entry + Early Exit,11.99,25.38,11.96,Overbought (>15% above DMA) | GOOD ENTRY,4.14,17.9,13.21,Sold above both DMAs | Sold during improving trend | Large miss (26.9% left on table),Bad call,Wrong early sell,26.95
HDFCGOLD,BOTH: Bad Entry + Early Exit,11.99,25.38,11.96,Overbought (>15% above DMA) | GOOD ENTRY,4.14,17.9,13.21,Sold above both DMAs | Sold during improving trend | Large miss (27.0% left on table),Bad call,Wrong early sell,26.97
HDFCGOLD,BOTH: Bad Entry + Early Exit,11.99,25.38,11.96,Overbought (>15% above DMA) | GOOD ENTRY,4.14,17.9,13.21,Sold above both DMAs | Sold during improving trend | Large miss (27.0% left on table),Bad call,Wrong early sell,27.01
HDFCGOLD,BOTH: Bad Entry + Early Exit,11.99,25.38,11.96,Overbought (>15% above DMA) | GOOD ENTRY,1.91,15.6,13.43,Sold above both DMAs | Sold during improving trend | Large miss (28.7% left on table),Bad call,Wrong early sell,28.74
HDFCGOLD,WELL EXECUTED,11.99,25.38,11.96,Overbought (>15% above DMA) | GOOD ENTRY,7.62,24.18,15.38,GOOD EXIT,Good call,Good call,-0.3
GOLDBEES,BOTH: Bad Entry + Early Exit,8.77,21.84,12.02,Overbought (>15% above DMA) | GOOD ENTRY,7.77,20.94,12.22,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.9% left on table),Bad call,Wrong early sell,24.86
GOLDBEES,BOTH: Bad Entry + Early Exit,8.77,21.84,12.02,Overbought (>15% above DMA) | GOOD ENTRY,7.77,20.94,12.22,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.9% left on table),Bad call,Wrong early sell,24.88
GOLDBEES,BOTH: Bad Entry + Early Exit,8.77,21.84,12.02,Overbought (>15% above DMA) | GOOD ENTRY,7.77,20.94,12.22,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.9% left on table),Bad call,Wrong early sell,24.89
HDFCGOLD,WELL EXECUTED,4.68,19.51,14.16,Overbought (>15% above DMA) | GOOD ENTRY,7.62,24.18,15.38,GOOD EXIT,Good call,Good call,-0.3
HDFCGOLD,WELL EXECUTED,4.68,19.51,14.16,Overbought (>15% above DMA) | GOOD ENTRY,7.62,24.18,15.38,GOOD EXIT,Good call,Good call,-0.3
HDFCGOLD,WELL EXECUTED,4.68,19.51,14.16,Overbought (>15% above DMA) | GOOD ENTRY,7.62,24.18,15.38,GOOD EXIT,Good call,Good call,-0.3
HDFCGOLD,WELL EXECUTED,4.68,19.51,14.16,Overbought (>15% above DMA) | GOOD ENTRY,7.62,24.18,15.38,GOOD EXIT,Good call,Good call,-0.29
HDFCGOLD,WELL EXECUTED,4.68,19.51,14.16,Overbought (>15% above DMA) | GOOD ENTRY,7.62,24.18,15.38,GOOD EXIT,Good call,Good call,-0.29
HDFCGOLD,WELL EXECUTED,4.68,19.51,14.16,Overbought (>15% above DMA) | GOOD ENTRY,7.62,24.18,15.38,GOOD EXIT,Good call,Good call,-0.29
HDFCGOLD,WELL EXECUTED,4.68,19.51,14.16,Overbought (>15% above DMA) | GOOD ENTRY,7.62,24.18,15.38,GOOD EXIT,Good call,Good call,-0.29
GOLDETF,WELL EXECUTED,12.34,25.83,12.01,Overbought (>15% above DMA),8.18,24.77,15.33,GOOD EXIT,Good call,Good call,-0.22
GOLDETF,WELL EXECUTED,12.34,25.83,12.01,Overbought (>15% above DMA),8.18,24.77,15.33,GOOD EXIT,Good call,Good call,-0.22
GOLDETF,WELL EXECUTED,11.18,24.68,12.15,Overbought (>15% above DMA) | GOOD ENTRY,8.18,24.77,15.33,GOOD EXIT,Good call,Good call,-0.22
GOLDETF,WELL EXECUTED,11.18,24.68,12.15,Overbought (>15% above DMA) | GOOD ENTRY,8.18,24.77,15.33,GOOD EXIT,Good call,Good call,-0.22
GOLDETF,WELL EXECUTED,11.18,24.68,12.15,Overbought (>15% above DMA) | GOOD ENTRY,8.18,24.77,15.33,GOOD EXIT,Good call,Good call,-0.21
SILVERBEES,Bad Entry (but saved by good exit),20.98,42.76,18.0,Overbought (>15% above DMA),9.75,35.58,23.54,GOOD EXIT,Bad call,Good call,-2.97
GOLDETF,WELL EXECUTED,13.2,27.32,12.47,Overbought (>15% above DMA),8.18,24.77,15.33,GOOD EXIT,Good call,Good call,-0.21
SILVERBEES,Bad Entry (but saved by good exit),29.46,53.97,18.93,Overbought (>15% above DMA),9.75,35.58,23.54,GOOD EXIT,Bad call,Good call,-2.97
SILVERBEES,Bad Entry (but saved by good exit),29.46,53.97,18.93,Overbought (>15% above DMA),9.75,35.58,23.54,GOOD EXIT,Bad call,Good call,-2.97
SILVERBEES,Bad Entry (but saved by good exit),34.04,60.84,19.99,Overbought (>15% above DMA),9.75,35.58,23.54,GOOD EXIT,Bad call,Good call,-2.97
GOLDETF,Bad Entry (but saved by good exit),14.45,29.74,13.37,Overbought (>15% above DMA),8.18,24.77,15.33,GOOD EXIT,Bad call,Good call,-0.21
GOLDETF,Bad Entry (but saved by good exit),14.45,29.74,13.37,Overbought (>15% above DMA),8.18,24.77,15.33,GOOD EXIT,Bad call,Good call,-0.21
SILVERBEES,WELL EXECUTED,9.75,35.58,23.54,Overbought (>15% above DMA) | GOOD ENTRY,9.75,35.58,23.54,GOOD EXIT,Good call,Good call,-2.97
GOLDETF,WELL EXECUTED,10.01,26.68,15.16,Overbought (>15% above DMA) | GOOD ENTRY,8.18,24.77,15.33,GOOD EXIT,Good call,Good call,-0.21
GOLDETF,WELL EXECUTED,10.01,26.68,15.16,Overbought (>15% above DMA) | GOOD ENTRY,8.18,24.77,15.33,GOOD EXIT,Good call,Good call,-0.21
